137,151,1.41421
138,150,1.41421
138,139,1
138,151,1
138,152,1.41421
139,151,1.41421
139,140,1
139,152,1
139,153,1.41421
140,152,1.41421
140,141,1
140,153,1
140,154,1.41421
141,153,1.41421
141,142,1
141,154,1
141,155,1.41421
142,154,1.41421
143,144,1
143,156,1
143,157,1.41421
144,156,1.41421
144,145,1
144,157,1
144,158,1.41421
145,157,1.41421
145,146,1
145,158,1
145,159,1.41421
146,158,1.41421
146,147,1
146,159,1
146,160,1.41421
147,159,1.41421
147,148,1
147,160,1
147,161,1.41421
148,160,1.41421
148,149,1
148,161,1
148,162,1.41421
149,161,1.41421
149,150,1
149,162,1
149,163,1.41421
150,162,1.41421
150,151,1
150,163,1
150,164,1.41421
151,163,1.41421
151,152,1
151,164,1
151,165,1.41421
152,164,1.41421
152,153,1
152,165,1
152,166,1.41421
153,165,1.41421
153,154,1
153,166,1
153,167,1.41421
154,166,1.41421
154,155,1
154,167,1
154,168,1.41421
155,167,1.41421
12,25,1
25,38,1
38,51,1
51,64,1
64,77,1
77,90,1
90,103,1
103,116,1
116,129,1
129,142,1
142,155,1
155,168,1
156,157,1
157,158,1
158,159,1
159,160,1
160,161,1
161,162,1
162,163,1
163,164,1
164,165,1
165,166,1
166,167,1
167,168,1
