-2.48528,-2.48528
-1.92555,-3.01031
-1.05075,-3.71014
0.256219,-4.53608
1.93316,-5.28985
3.89011,-5.81306
6,-6
8.10989,-5.81306
10.0668,-5.28985
11.7438,-4.53608
13.0508,-3.71014
13.9256,-3.01031
14.4853,-2.48528
-3.01031,-1.92555
-1.88195,-1.88195
-0.60645,-2.28455
0.821812,-2.82293
2.42345,-3.32489
4.17075,-3.6754
6,-3.80075
7.82925,-3.6754
9.57655,-3.32489
11.1782,-2.82293
12.6065,-2.28455
13.8819,-1.88195
15.0103,-1.92555
-3.71014,-1.05075
-2.28455,-0.60645
-0.707118,-0.707118
0.917693,-1.01182
2.57943,-1.33856
4.27795,-1.57512
6,-1.66052
7.72205,-1.57512
9.42057,-1.33856
11.0823,-1.01182
12.7071,-0.707118
14.2846,-0.60645
15.7101,-1.05075
-4.53608,0.256219
-2.82293,0.821812
-1.01182,0.917693
0.783607,0.783607
2.54552,0.591421
4.27985,0.441012
6,0.385404
7.72015,0.441012
9.45448,0.591421
11.2164,0.783607
13.0118,0.917693
14.8229,0.821812
16.5361,0.256219
-5.28985,1.93316
-3.32489,2.42345
-1.33856,2.57943
0.591421,2.54552
2.44688,2.44688
4.24064,2.3614
6,2.32884
7.75936,2.3614
9.55312,2.44688
11.4086,2.54552
13.3386,2.57943
15.3249,2.42345
17.2899,1.93316
-5.81306,3.89011
-3.6754,4.17075
-1.57512,4.27795
0.441012,4.27985
2.3614,4.24064
4.20273,4.20273
6,4.18794
7.79727,4.20273
9.6386,4.24064
11.559,4.27985
13.5751,4.27795
15.6754,4.17075
17.8131,3.89011
-6,6
-3.80075,6
-1.66052,6
0.385404,6
2.32884,6
4.18794,6
6,6
7.81206,6
9.67116,6
11.6146,6
13.6605,6
15.8008,6
18,6
-5.81306,8.10989
-3.6754,7.82925
-1.57512,7.72205
0.441012,7.72015
2.3614,7.75936
4.20273,7.79727
6,7.81206
7.79727,7.79727
9.6386,7.75936
11.559,7.72015
13.5751,7.72205
15.6754,7.82925
17.8131,8.10989
-5.28985,10.0668
-3.32489,9.57655
-1.33856,9.42057
0.591421,9.45448
2.44688,9.55312
4.24064,9.6386
6,9.67116
7.75936,9.6386
9.55312,9.55312
11.4086,9.45448
13.3386,9.42057
15.3249,9.57655
17.2899,10.0668
-4.53608,11.7438
-2.82293,11.1782
-1.01182,11.0823
0.783607,11.2164
2.54552,11.4086
4.27985,11.559
6,11.6146
7.72015,11.559
9.45448,11.4086
11.2164,11.2164
13.0118,11.0823
14.8229,11.1782
16.5361,11.7438
-3.71014,13.0508
-2.28455,12.6065
-0.707118,12.7071
0.917693,13.0118
2.57943,13.3386
4.27795,13.5751
6,13.6605
7.72205,13.5751
9.42057,13.3386
11.0823,13.0118
12.7071,12.7071
14.2846,12.6065
15.7101,13.0508
-3.01031,13.9256
-1.88195,13.8819
-0.60645,14.2846
0.821812,14.8229
2.42345,15.3249
4.17075,15.6754
6,15.8008
7.82925,15.6754
9.57655,15.3249
11.1782,14.8229
12.6065,14.2846
13.8819,13.8819
15.0103,13.9256
-2.48528,14.4853
-1.92555,15.0103
-1.05075,15.7101
0.256219,16.5361
1.93316,17.2899
3.89011,17.8131
6,18
8.10989,17.8131
10.0668,17.2899
11.7438,16.5361
13.0508,15.7101
13.9256,15.0103
14.4853,14.4853
